city,country,latitude,longitude,elevation_m,timezone,resolved_country,source,resolved_at
Casablanca,Morocco,33.58831,-7.61138,27.0,Africa/Casablanca,Morocco,open-meteo,2026-08-08T18:58:21+00:00
Agadir,Morocco,30.42018,-9.59815,31.0,Africa/Casablanca,Morocco,open-meteo,2026-08-08T18:58:21+00:00
Marrakesh,Morocco,31.63416,-7.99994,457.0,Africa/Casablanca,Morocco,open-meteo,2026-08-08T18:58:22+00:00
Oujda,Morocco,34.68139,-1.90858,549.0,Africa/Casablanca,Morocco,open-meteo,2026-08-08T18:58:22+00:00
Tangier,Morocco,35.76727,-5.79975,20.0,Africa/Casablanca,Morocco,open-meteo,2026-08-08T18:58:23+00:00
Fez,Morocco,34.03313,-5.00028,406.0,Africa/Casablanca,Morocco,open-meteo,2026-08-08T18:58:23+00:00
Salé,Morocco,34.0531,-6.79846,34.0,Africa/Casablanca,Morocco,open-meteo,2026-08-08T18:58:24+00:00
Maputo,Mozambique,-25.96553,32.58322,70.0,Africa/Maputo,Mozambique,open-meteo,2026-08-08T18:58:25+00:00
Beira,Mozambique,-19.84361,34.83889,6.0,Africa/Maputo,Mozambique,open-meteo,2026-08-08T18:58:25+00:00
Yangon,Myanmar,16.80528,96.15611,30.0,Asia/Yangon,Myanmar,open-meteo,2026-08-08T18:58:26+00:00
Mandalay,Myanmar,21.97473,96.08359,83.0,Asia/Yangon,Myanmar,open-meteo,2026-08-08T18:58:26+00:00
Windhoek,Namibia,-22.55941,17.08323,1700.0,Africa/Windhoek,Namibia,open-meteo,2026-08-08T18:58:27+00:00
Kathmandu,Nepal,27.70169,85.3206,1317.0,Asia/Kathmandu,Nepal,open-meteo,2026-08-08T18:58:28+00:00
Lalitpur,Nepal,27.67658,85.31417,1334.0,Asia/Kathmandu,Nepal,open-meteo,2026-08-08T18:58:28+00:00
Amsterdam,Netherlands,52.37403,4.88969,13.0,Europe/Amsterdam,The Netherlands,open-meteo,2026-08-08T18:58:29+00:00
Rotterdam,Netherlands,51.9225,4.47917,9.0,Europe/Amsterdam,The Netherlands,open-meteo,2026-08-08T18:58:29+00:00
Eindhoven,Netherlands,51.44083,5.47778,22.0,Europe/Amsterdam,The Netherlands,open-meteo,2026-08-08T18:58:31+00:00
Enschede,Netherlands,52.21833,6.89583,45.0,Europe/Amsterdam,The Netherlands,open-meteo,2026-08-08T18:58:32+00:00
Groningen,Netherlands,53.21917,6.56667,16.0,Europe/Amsterdam,The Netherlands,open-meteo,2026-08-08T18:58:33+00:00
Auckland,New Zealand,-36.84853,174.76349,43.0,Pacific/Auckland,New Zealand,open-meteo,2026-08-08T18:58:36+00:00
Wellington,New Zealand,-41.28664,174.77557,31.0,Pacific/Auckland,New Zealand,open-meteo,2026-08-08T18:58:36+00:00
Hamilton,New Zealand,-37.78333,175.28333,39.0,Pacific/Auckland,New Zealand,open-meteo,2026-08-08T18:58:37+00:00
Managua,Nicaragua,12.13282,-86.2504,108.0,America/Managua,Nicaragua,open-meteo,2026-08-08T18:58:38+00:00
Diriamba,Nicaragua,11.85812,-86.23922,583.0,America/Managua,Nicaragua,open-meteo,2026-08-08T18:58:38+00:00
Niamey,Niger,13.51366,2.1098,206.0,Africa/Niamey,Niger,open-meteo,2026-08-08T18:58:39+00:00
Uyo,Nigeria,5.05127,7.9335,45.0,Africa/Lagos,Nigeria,open-meteo,2026-08-08T18:58:39+00:00
Asaba,Nigeria,6.19824,6.73187,46.0,Africa/Lagos,Nigeria,open-meteo,2026-08-08T18:58:40+00:00
Lagos,Nigeria,6.45407,3.39467,11.0,Africa/Lagos,Nigeria,open-meteo,2026-08-08T18:58:41+00:00
Abuja,Nigeria,9.05785,7.49508,476.0,Africa/Lagos,Nigeria,open-meteo,2026-08-08T18:58:41+00:00
Benin City,Nigeria,6.33815,5.62575,88.0,Africa/Lagos,Nigeria,open-meteo,2026-08-08T18:58:42+00:00
Port Harcourt,Nigeria,4.77742,7.0134,16.0,Africa/Lagos,Nigeria,open-meteo,2026-08-08T18:58:42+00:00
Pyongyang,North Korea,39.03385,125.75432,43.0,Asia/Pyongyang,North Korea,open-meteo,2026-08-08T18:58:43+00:00
Skopje,North Macedonia,41.99646,21.43141,247.0,Europe/Skopje,North Macedonia,open-meteo,2026-08-08T18:58:43+00:00
Strumica,North Macedonia,41.43763,22.64288,228.0,Europe/Skopje,North Macedonia,open-meteo,2026-08-08T18:58:44+00:00
Koblerville,Northern Mariana Islands,,,,,,open-meteo,2026-08-08T18:58:48+00:00
Oslo,Norway,59.91273,10.74609,26.0,Europe/Oslo,Norway,open-meteo,2026-08-08T18:58:49+00:00
Muscat,Oman,23.58413,58.40778,14.0,Asia/Muscat,Oman,open-meteo,2026-08-08T18:58:50+00:00
Seeb,Oman,23.67027,58.18911,7.0,Asia/Muscat,Oman,open-meteo,2026-08-08T18:58:51+00:00
Carate Brianza,Italy,45.67574,9.23723,250.0,Europe/Rome,Italy,open-meteo,2026-08-08T18:58:53+00:00
Islamabad,Pakistan,33.72148,73.04329,579.0,Asia/Karachi,Pakistan,open-meteo,2026-08-08T18:58:58+00:00
Panama City,Panama,8.9936,-79.51973,17.0,America/Panama,Panama,open-meteo,2026-08-08T18:59:00+00:00
Penonomé,Panama,8.51889,-80.35727,90.0,America/Panama,Panama,open-meteo,2026-08-08T18:59:01+00:00
Port Moresby,Papua New Guinea,-9.47723,147.1509,25.0,Pacific/Port_Moresby,Papua New Guinea,open-meteo,2026-08-08T18:59:01+00:00
Asunción,Paraguay,-25.28646,-57.647,113.0,America/Asuncion,Paraguay,open-meteo,2026-08-08T18:59:02+00:00
Ciudad del Este,Paraguay,-25.5036,-54.65067,197.0,America/Asuncion,Paraguay,open-meteo,2026-08-08T18:59:02+00:00
Lima,Peru,-12.04318,-77.02824,152.0,America/Lima,Peru,open-meteo,2026-08-08T18:59:04+00:00
Arequipa,Peru,-16.39899,-71.53747,2397.0,America/Lima,Peru,open-meteo,2026-08-08T18:59:05+00:00
Trujillo,Peru,-8.11599,-79.02998,31.0,America/Lima,Peru,open-meteo,2026-08-08T18:59:05+00:00
Manila,Philippines,14.6042,120.9822,13.0,Asia/Manila,Philippines,open-meteo,2026-08-08T18:59:06+00:00
Bacolod,Philippines,10.66667,122.95,14.0,Asia/Manila,Philippines,open-meteo,2026-08-08T18:59:06+00:00
Bocaue,Philippines,14.79833,120.92611,9.0,Asia/Manila,Philippines,open-meteo,2026-08-08T18:59:07+00:00
Capas,Philippines,15.33117,120.5898,53.0,Asia/Manila,Philippines,open-meteo,2026-08-08T18:59:07+00:00
Warsaw,Poland,52.22977,21.01178,113.0,Europe/Warsaw,Poland,open-meteo,2026-08-08T18:59:08+00:00
Chorzów,Poland,50.30582,18.9742,319.0,Europe/Warsaw,Poland,open-meteo,2026-08-08T18:59:08+00:00
Wrocław,Poland,51.10286,17.03006,115.0,Europe/Warsaw,Poland,open-meteo,2026-08-08T18:59:09+00:00
Gdańsk,Poland,54.35227,18.64912,8.0,Europe/Warsaw,Poland,open-meteo,2026-08-08T18:59:09+00:00
Poznań,Poland,52.40692,16.92993,69.0,Europe/Warsaw,Poland,open-meteo,2026-08-08T18:59:10+00:00
Lisbon,Portugal,38.72509,-9.1498,68.0,Europe/Lisbon,Portugal,open-meteo,2026-08-08T18:59:11+00:00
Porto,Portugal,41.1485,-8.61097,91.0,Europe/Lisbon,Portugal,open-meteo,2026-08-08T18:59:11+00:00
Faro-Loulé,Portugal,,,,,,open-meteo,2026-08-08T18:59:12+00:00
Aveiro,Portugal,40.64575,-8.64643,19.0,Europe/Lisbon,Portugal,open-meteo,2026-08-08T18:59:12+00:00
Braga,Portugal,41.5514,-8.42311,190.0,Europe/Lisbon,Portugal,open-meteo,2026-08-08T18:59:13+00:00
Guimarães,Portugal,41.44443,-8.29619,189.0,Europe/Lisbon,Portugal,open-meteo,2026-08-08T18:59:13+00:00
Leiria,Portugal,39.74362,-8.80705,33.0,Europe/Lisbon,Portugal,open-meteo,2026-08-08T18:59:14+00:00
Oeiras,Portugal,38.69105,-9.31085,36.0,Europe/Lisbon,Portugal,open-meteo,2026-08-08T18:59:14+00:00
Estoril,Portugal,38.70571,-9.39773,24.0,Europe/Lisbon,Portugal,open-meteo,2026-08-08T18:59:15+00:00
Faro,Portugal,37.01869,-7.92716,24.0,Europe/Lisbon,Portugal,open-meteo,2026-08-08T18:59:15+00:00
Funchal,Portugal,32.66568,-16.92547,280.0,Atlantic/Madeira,Portugal,open-meteo,2026-08-08T18:59:16+00:00
São João da Venda,Portugal,,,,,,open-meteo,2026-08-08T18:59:16+00:00
Viseu,Portugal,40.66165,-7.90905,469.0,Europe/Lisbon,Portugal,open-meteo,2026-08-08T18:59:17+00:00
Doha,Qatar,25.28545,51.53096,11.0,Asia/Qatar,Qatar,open-meteo,2026-08-08T18:59:19+00:00
Al Rayyan,Qatar,25.29194,51.42444,23.0,Asia/Qatar,Qatar,open-meteo,2026-08-08T18:59:20+00:00
Al Khor,Qatar,25.68389,51.50583,10.0,Asia/Qatar,Qatar,open-meteo,2026-08-08T18:59:20+00:00
Al Wakrah,Qatar,25.17151,51.60337,9.0,Asia/Qatar,Qatar,open-meteo,2026-08-08T18:59:21+00:00
Lusail,Qatar,25.4175,51.5075,4.0,Asia/Qatar,Qatar,open-meteo,2026-08-08T18:59:21+00:00
Chur,Switzerland,46.84986,9.53287,601.0,Europe/Zurich,Switzerland,open-meteo,2026-08-08T18:59:22+00:00
Domat/Ems,Switzerland,,,,,,open-meteo,2026-08-08T18:59:22+00:00
Dublin,Republic of Ireland,,,,,,open-meteo,2026-08-08T18:59:23+00:00
Bucharest,Romania,44.43225,26.10626,83.0,Europe/Bucharest,Romania,open-meteo,2026-08-08T18:59:23+00:00
Ploiești,Romania,44.95,26.01667,161.0,Europe/Bucharest,Romania,open-meteo,2026-08-08T18:59:24+00:00
Cluj,Romania,46.76667,23.6,352.0,Europe/Bucharest,Romania,open-meteo,2026-08-08T18:59:25+00:00
Craiova,Romania,44.31667,23.8,105.0,Europe/Bucharest,Romania,open-meteo,2026-08-08T18:59:25+00:00
Moscow,Russia,55.75204,37.61781,155.0,Europe/Moscow,Russia,open-meteo,2026-08-08T18:59:26+00:00
Saint Petersburg,Russia,59.93863,30.31413,11.0,Europe/Moscow,Russia,open-meteo,2026-08-08T18:59:26+00:00
Sochi,Russia,43.59699,39.72477,28.0,Europe/Moscow,Russia,open-meteo,2026-08-08T18:59:27+00:00
Krasnodar,Russia,45.04534,38.98178,36.0,Europe/Moscow,Russia,open-meteo,2026-08-08T18:59:27+00:00
Volgograd,Russia,48.71378,44.4976,42.0,Europe/Volgograd,Russia,open-meteo,2026-08-08T18:59:28+00:00
Kaliningrad,Russia,54.70639,20.51102,2.0,Europe/Kaliningrad,Russia,open-meteo,2026-08-08T18:59:28+00:00
Kazan,Russia,55.78874,49.12214,61.0,Europe/Moscow,Russia,open-meteo,2026-08-08T18:59:29+00:00
Groznyy,Russia,52.7032,31.6823,149.0,Europe/Moscow,Russia,open-meteo,2026-08-08T18:59:29+00:00
Nizhny Novgorod,Russia,56.32867,44.00205,141.0,Europe/Moscow,Russia,open-meteo,2026-08-08T18:59:30+00:00
Rostov-on-Don,Russia,47.21997,39.70769,54.0,Europe/Moscow,Russia,open-meteo,2026-08-08T18:59:30+00:00
Samara,Russia,53.20767,50.13553,107.0,Europe/Samara,Russia,open-meteo,2026-08-08T18:59:31+00:00
Saransk,Russia,54.18485,45.17166,168.0,Europe/Moscow,Russia,open-meteo,2026-08-08T18:59:32+00:00
Kigali,Rwanda,-1.94995,30.05885,1542.0,Africa/Kigali,Rwanda,open-meteo,2026-08-08T18:59:32+00:00
Butare,Rwanda,-2.59667,29.73944,1769.0,Africa/Kigali,Rwanda,open-meteo,2026-08-08T18:59:33+00:00
Saint-Jean,Saint Barthélemy,,,,,,open-meteo,2026-08-08T18:59:33+00:00
Basseterre,Saint Kitts and Nevis,17.2955,-62.72499,22.0,America/St_Kitts,Saint Kitts and Nevis,open-meteo,2026-08-08T18:59:34+00:00
Old Road Town,Saint Kitts and Nevis,17.32215,-62.80337,18.0,America/St_Kitts,Saint Kitts and Nevis,open-meteo,2026-08-08T18:59:34+00:00
Gros Islet,Saint Lucia,14.06667,-60.95,58.0,America/St_Lucia,Saint Lucia,open-meteo,2026-08-08T18:59:35+00:00
Quartier-d'Orleans,Saint Martin,,,,,,open-meteo,2026-08-08T18:59:35+00:00
Kingstown,Saint Vincent and the Grenadines,13.15527,-61.22742,9.0,America/St_Vincent,Saint Vincent and the Grenadines,open-meteo,2026-08-08T18:59:36+00:00
Arnos Vale,Saint Vincent and the Grenadines,13.14186,-61.20764,16.0,America/St_Vincent,Saint Vincent and the Grenadines,open-meteo,2026-08-08T18:59:36+00:00
Georgetown,Saint Vincent and the Grenadines,,,,,,open-meteo,2026-08-08T18:59:37+00:00
Saint George's,Saint Vincent and the Grenadines,,,,,,open-meteo,2026-08-08T18:59:37+00:00
Apia,Samoa,-13.83333,-171.76666,9.0,Pacific/Apia,Samoa,open-meteo,2026-08-08T18:59:38+00:00
Serravalle,San Marino,43.96897,12.48167,119.0,Europe/San_Marino,San Marino,open-meteo,2026-08-08T18:59:39+00:00
Jeddah,Saudi Arabia,21.49012,39.18624,7.0,Asia/Riyadh,Saudi Arabia,open-meteo,2026-08-08T18:59:39+00:00
Riyadh,Saudi Arabia,24.68773,46.72185,612.0,Asia/Riyadh,Saudi Arabia,open-meteo,2026-08-08T18:59:40+00:00
Dammam,Saudi Arabia,26.43442,50.10326,10.0,Asia/Riyadh,Saudi Arabia,open-meteo,2026-08-08T18:59:40+00:00
Al Hofuf,Saudi Arabia,,,,,,open-meteo,2026-08-08T18:59:41+00:00
Buraidah,Saudi Arabia,26.32599,43.97497,606.0,Asia/Riyadh,Saudi Arabia,open-meteo,2026-08-08T18:59:41+00:00
Diamniadio,Senegal,14.72051,-17.1816,23.0,Africa/Dakar,Senegal,open-meteo,2026-08-08T18:59:43+00:00
Dakar,Senegal,14.6937,-17.44406,12.0,Africa/Dakar,Senegal,open-meteo,2026-08-08T18:59:44+00:00
Thiès,Senegal,14.78944,-16.92602,72.0,Africa/Dakar,Senegal,open-meteo,2026-08-08T18:59:45+00:00
Belgrade,Serbia,44.80401,20.46513,120.0,Europe/Belgrade,Serbia,open-meteo,2026-08-08T18:59:45+00:00
Leskovac,Serbia,42.99806,21.94611,230.0,Europe/Belgrade,Serbia,open-meteo,2026-08-08T18:59:46+00:00
Bačka Topola,Serbia,45.81516,19.6318,94.0,Europe/Belgrade,Serbia,open-meteo,2026-08-08T18:59:46+00:00
Victoria,Seychelles,-4.62001,55.45501,4.0,Indian/Mahe,Seychelles,open-meteo,2026-08-08T18:59:47+00:00
Freetown,Sierra Leone,8.48714,-13.2356,38.0,Africa/Freetown,Sierra Leone,open-meteo,2026-08-08T18:59:47+00:00
Bo,Sierra Leone,7.96472,-11.73833,104.0,Africa/Freetown,Sierra Leone,open-meteo,2026-08-08T18:59:48+00:00
Kallang,Singapore,1.33333,103.86667,18.0,Asia/Singapore,Singapore,open-meteo,2026-08-08T18:59:48+00:00
Singapore,Singapore,1.28967,103.85007,23.0,Asia/Singapore,Singapore,open-meteo,2026-08-08T18:59:49+00:00
Bishan,Singapore,1.3504,103.84875,16.0,Asia/Singapore,Singapore,open-meteo,2026-08-08T18:59:49+00:00
Trnava,Slovakia,48.37773,17.58603,147.0,Europe/Bratislava,Slovakia,open-meteo,2026-08-08T18:59:50+00:00
Bratislava,Slovakia,48.14816,17.10674,157.0,Europe/Bratislava,Slovakia,open-meteo,2026-08-08T18:59:51+00:00
Košice,Slovakia,48.71441,21.25802,205.0,Europe/Bratislava,Slovakia,open-meteo,2026-08-08T18:59:52+00:00
Dunajská Streda,Slovakia,47.99268,17.61211,117.0,Europe/Bratislava,Slovakia,open-meteo,2026-08-08T18:59:52+00:00
Ljubljana,Slovenia,46.05108,14.50513,295.0,Europe/Ljubljana,Slovenia,open-meteo,2026-08-08T18:59:53+00:00
Celje,Slovenia,46.23092,15.26044,240.0,Europe/Ljubljana,Slovenia,open-meteo,2026-08-08T18:59:53+00:00
Koper,Slovenia,45.5482,13.72963,12.0,Europe/Ljubljana,Slovenia,open-meteo,2026-08-08T18:59:54+00:00
Maribor,Slovenia,46.55583,15.64593,262.0,Europe/Ljubljana,Slovenia,open-meteo,2026-08-08T18:59:54+00:00
Honiara,Solomon Islands,-9.43333,159.95,49.0,Pacific/Guadalcanal,Solomon Islands,open-meteo,2026-08-08T18:59:55+00:00
Johannesburg,South Africa,-26.20227,28.04363,1767.0,Africa/Johannesburg,South Africa,open-meteo,2026-08-08T18:59:55+00:00
Durban,South Africa,-29.8579,31.0292,21.0,Africa/Johannesburg,South Africa,open-meteo,2026-08-08T18:59:56+00:00
Port Elizabeth,South Africa,-33.96109,25.61494,61.0,Africa/Johannesburg,South Africa,open-meteo,2026-08-08T18:59:56+00:00
Polokwane,South Africa,-23.90449,29.46885,1315.0,Africa/Johannesburg,South Africa,open-meteo,2026-08-08T18:59:57+00:00
Bloemfontein,South Africa,-29.12107,26.214,1396.0,Africa/Johannesburg,South Africa,open-meteo,2026-08-08T18:59:58+00:00
Mbombela,South Africa,-25.47512,30.96935,658.0,Africa/Johannesburg,South Africa,open-meteo,2026-08-08T18:59:58+00:00
Rustenburg,South Africa,-25.66756,27.24208,1171.0,Africa/Johannesburg,South Africa,open-meteo,2026-08-08T18:59:59+00:00
Saulspoort,South Africa,-25.16092,27.16296,1086.0,Africa/Johannesburg,South Africa,open-meteo,2026-08-08T18:59:59+00:00
Cape Town,South Africa,-33.92584,18.42322,25.0,Africa/Johannesburg,South Africa,open-meteo,2026-08-08T19:00:00+00:00
Clermont,South Africa,,,,,,open-meteo,2026-08-08T19:00:00+00:00
Gqeberha,South Africa,-33.96109,25.61494,61.0,Africa/Johannesburg,South Africa,open-meteo,2026-08-08T19:00:01+00:00
KwaMashu,South Africa,-29.75105,30.96204,126.0,Africa/Johannesburg,South Africa,open-meteo,2026-08-08T19:00:01+00:00
East London,South Africa,-33.01529,27.91162,48.0,Africa/Johannesburg,South Africa,open-meteo,2026-08-08T19:00:02+00:00
Nelspruit,South Africa,-25.5005,30.91358,885.0,Africa/Johannesburg,South Africa,open-meteo,2026-08-08T19:00:03+00:00
Pretoria,South Africa,-25.74486,28.18783,1332.0,Africa/Johannesburg,South Africa,open-meteo,2026-08-08T19:00:04+00:00
Seoul,South Korea,37.566,126.9784,38.0,Asia/Seoul,South Korea,open-meteo,2026-08-08T19:00:04+00:00
Goyang,South Korea,36.21689,127.19731,27.0,Asia/Seoul,South Korea,open-meteo,2026-08-08T19:00:05+00:00
Suwon,South Korea,37.29111,127.00889,58.0,Asia/Seoul,South Korea,open-meteo,2026-08-08T19:00:05+00:00
Busan,South Korea,35.10168,129.03004,15.0,Asia/Seoul,South Korea,open-meteo,2026-08-08T19:00:06+00:00
Daejeon,South Korea,36.34913,127.38493,58.0,Asia/Seoul,South Korea,open-meteo,2026-08-08T19:00:06+00:00
Ulsan,South Korea,35.53722,129.31667,10.0,Asia/Seoul,South Korea,open-meteo,2026-08-08T19:00:07+00:00
Cheonan,South Korea,36.8065,127.1522,40.0,Asia/Seoul,South Korea,open-meteo,2026-08-08T19:00:08+00:00
Hwaseong,South Korea,35.24246,126.59882,94.0,Asia/Seoul,South Korea,open-meteo,2026-08-08T19:00:08+00:00
Ansan,South Korea,35.46836,126.52613,15.0,Asia/Seoul,South Korea,open-meteo,2026-08-08T19:00:09+00:00
Daegu,South Korea,35.87028,128.59111,45.0,Asia/Seoul,South Korea,open-meteo,2026-08-08T19:00:09+00:00
Jeonju,South Korea,35.82194,127.14889,44.0,Asia/Seoul,South Korea,open-meteo,2026-08-08T19:00:10+00:00
Yongin,South Korea,34.53333,126.28333,3.0,Asia/Seoul,South Korea,open-meteo,2026-08-08T19:00:10+00:00
Tskhinvali,Georgia,42.18846,43.93788,844.0,Asia/Tbilisi,Georgia,open-meteo,2026-08-08T19:00:11+00:00
Juba,South Sudan,4.85165,31.58247,518.0,Africa/Juba,South Sudan,open-meteo,2026-08-08T19:00:11+00:00
Seville,Spain,37.38283,-5.97317,16.0,Europe/Madrid,Spain,open-meteo,2026-08-08T19:00:12+00:00
Madrid,Spain,40.4165,-3.70256,665.0,Europe/Madrid,Spain,open-meteo,2026-08-08T19:00:12+00:00
Granada,Spain,37.18817,-3.60667,689.0,Europe/Madrid,Spain,open-meteo,2026-08-08T19:00:13+00:00
Málaga,Spain,36.72016,-4.42034,22.0,Europe/Madrid,Spain,open-meteo,2026-08-08T19:00:14+00:00
A Coruña,Spain,43.37135,-8.396,22.0,Europe/Madrid,Spain,open-meteo,2026-08-08T19:00:14+00:00
Badajoz,Spain,38.87789,-6.97061,192.0,Europe/Madrid,Spain,open-meteo,2026-08-08T19:00:15+00:00
Barcelona,Spain,41.38879,2.15899,15.0,Europe/Madrid,Spain,open-meteo,2026-08-08T19:00:15+00:00
Elche,Spain,38.26218,-0.70107,96.0,Europe/Madrid,Spain,open-meteo,2026-08-08T19:00:16+00:00
Murcia,Spain,37.98704,-1.13004,53.0,Europe/Madrid,Spain,open-meteo,2026-08-08T19:00:16+00:00
Valencia,Spain,39.47391,-0.37966,15.0,Europe/Madrid,Spain,open-meteo,2026-08-08T19:00:17+00:00
Valladolid,Spain,41.65541,-4.72353,702.0,Europe/Madrid,Spain,open-meteo,2026-08-08T19:00:17+00:00
Villarreal,Spain,38.72572,-7.21533,42.0,Europe/Madrid,Spain,open-meteo,2026-08-08T19:00:18+00:00
Alicante,Spain,38.34517,-0.48149,18.0,Europe/Madrid,Spain,open-meteo,2026-08-08T19:00:18+00:00
Cádiz,Spain,36.52672,-6.2891,22.0,Europe/Madrid,Spain,open-meteo,2026-08-08T19:00:19+00:00
Córdoba,Spain,37.89155,-4.77275,117.0,Europe/Madrid,Spain,open-meteo,2026-08-08T19:00:19+00:00
Gijón,Spain,43.53573,-5.66152,22.0,Europe/Madrid,Spain,open-meteo,2026-08-08T19:00:20+00:00
Las Palmas,Spain,28.10178,-15.41573,122.0,Atlantic/Canary,Spain,open-meteo,2026-08-08T19:00:21+00:00
Leganés,Spain,40.32718,-3.7635,672.0,Europe/Madrid,Spain,open-meteo,2026-08-08T19:00:21+00:00
León,Spain,42.60003,-5.57032,844.0,Europe/Madrid,Spain,open-meteo,2026-08-08T19:00:22+00:00
Mallorca,Spain,39.6078,3.01197,201.0,Europe/Madrid,Spain,open-meteo,2026-08-08T19:00:22+00:00
Santa Cruz de Tenerife,Spain,28.46824,-16.25462,10.0,Atlantic/Canary,Spain,open-meteo,2026-08-08T19:00:23+00:00
Zaragoza,Spain,41.65606,-0.87734,214.0,Europe/Madrid,Spain,open-meteo,2026-08-08T19:00:23+00:00
Colombo,Sri Lanka,6.93548,79.84868,7.0,Asia/Colombo,Sri Lanka,open-meteo,2026-08-08T19:00:24+00:00
Omdurman,Sudan,15.64453,32.47773,391.0,Africa/Khartoum,Sudan,open-meteo,2026-08-08T19:00:24+00:00
Khartoum,Sudan,15.55177,32.53241,381.0,Africa/Khartoum,Sudan,open-meteo,2026-08-08T19:00:25+00:00
al-Ubayyid,Sudan,13.18421,30.21669,573.0,Africa/Khartoum,Sudan,open-meteo,2026-08-08T19:00:25+00:00
Paramaribo,Suriname,5.86638,-55.16682,5.0,America/Paramaribo,Suriname,open-meteo,2026-08-08T19:00:26+00:00
Stockholm,Sweden,59.32938,18.06871,17.0,Europe/Stockholm,Sweden,open-meteo,2026-08-08T19:00:27+00:00
Solna,Sweden,59.36004,18.00086,22.0,Europe/Stockholm,Sweden,open-meteo,2026-08-08T19:00:27+00:00
Gothenburg,Sweden,57.70716,11.96679,10.0,Europe/Stockholm,Sweden,open-meteo,2026-08-08T19:00:28+00:00
Malmö,Sweden,55.60587,13.00073,10.0,Europe/Stockholm,Sweden,open-meteo,2026-08-08T19:00:28+00:00
St. Gallen,Switzerland,47.42391,9.37477,684.0,Europe/Zurich,Switzerland,open-meteo,2026-08-08T19:00:29+00:00
Basel,Switzerland,47.55839,7.57327,279.0,Europe/Zurich,Switzerland,open-meteo,2026-08-08T19:00:29+00:00
Geneva,Switzerland,46.20222,6.14569,400.0,Europe/Zurich,Switzerland,open-meteo,2026-08-08T19:00:30+00:00
Lucerne,Switzerland,47.05048,8.30635,437.0,Europe/Zurich,Switzerland,open-meteo,2026-08-08T19:00:30+00:00
Lugano,Switzerland,46.01008,8.96004,284.0,Europe/Zurich,Switzerland,open-meteo,2026-08-08T19:00:31+00:00
Sion,Switzerland,46.22739,7.35559,500.0,Europe/Zurich,Switzerland,open-meteo,2026-08-08T19:00:31+00:00
Zürich,Switzerland,47.36667,8.55,429.0,Europe/Zurich,Switzerland,open-meteo,2026-08-08T19:00:32+00:00
Neuchâtel,Switzerland,46.99179,6.931,441.0,Europe/Zurich,Switzerland,open-meteo,2026-08-08T19:00:32+00:00
Miercurea Ciuc,Hungary,,,,,,open-meteo,2026-08-08T19:00:33+00:00
São Tomé,São Tomé and Príncipe,0.33756,6.7299,140.0,Africa/Sao_Tome,São Tomé and Príncipe,open-meteo,2026-08-08T19:00:34+00:00
Taipei,Taiwan,25.05306,121.52639,5.0,Asia/Taipei,Taiwan,open-meteo,2026-08-08T19:00:35+00:00
Kaohsiung,Taiwan,22.61626,120.31333,9.0,Asia/Taipei,Taiwan,open-meteo,2026-08-08T19:00:35+00:00
Dushanbe,Tajikistan,38.53575,68.77905,767.0,Asia/Dushanbe,Tajikistan,open-meteo,2026-08-08T19:00:36+00:00
Hisor,Tajikistan,38.52504,68.55124,800.0,Asia/Dushanbe,Tajikistan,open-meteo,2026-08-08T19:00:36+00:00
Khujand,Tajikistan,40.28256,69.62216,340.0,Asia/Dushanbe,Tajikistan,open-meteo,2026-08-08T19:00:37+00:00
Tursunzoda,Tajikistan,38.51271,68.23163,707.0,Asia/Dushanbe,Tajikistan,open-meteo,2026-08-08T19:00:37+00:00
Dar es Salaam,Tanzania,-6.82349,39.26951,24.0,Africa/Dar_es_Salaam,Tanzania,open-meteo,2026-08-08T19:00:38+00:00
Unguja,Tanzania,-6.16394,39.19793,14.0,Africa/Dar_es_Salaam,Tanzania,open-meteo,2026-08-08T19:00:38+00:00
Bangkok,Thailand,13.75398,100.50144,12.0,Asia/Bangkok,Thailand,open-meteo,2026-08-08T19:00:39+00:00
Pathum Thani,Thailand,14.01346,100.53049,4.0,Asia/Bangkok,Thailand,open-meteo,2026-08-08T19:00:39+00:00
Chiang Mai,Thailand,18.79038,98.98468,313.0,Asia/Bangkok,Thailand,open-meteo,2026-08-08T19:00:40+00:00
Kanchanaburi,Thailand,14.00412,99.54832,33.0,Asia/Bangkok,Thailand,open-meteo,2026-08-08T19:00:41+00:00
Songkhla,Thailand,7.19882,100.5951,12.0,Asia/Bangkok,Thailand,open-meteo,2026-08-08T19:00:41+00:00
Chonburi,Thailand,,,,,,open-meteo,2026-08-08T19:00:42+00:00
Pak Kret,Thailand,13.91179,100.49774,2.0,Asia/Bangkok,Thailand,open-meteo,2026-08-08T19:00:42+00:00
Sisaket,Thailand,15.1,104.33333,131.0,Asia/Bangkok,Thailand,open-meteo,2026-08-08T19:00:43+00:00
Suphan Buri,Thailand,14.47418,100.12218,12.0,Asia/Bangkok,Thailand,open-meteo,2026-08-08T19:00:43+00:00
Thanyaburi,Thailand,14.02114,100.73433,8.0,Asia/Bangkok,Thailand,open-meteo,2026-08-08T19:00:44+00:00
Lomé,Togo,6.12874,1.22154,13.0,Africa/Lome,Togo,open-meteo,2026-08-08T19:00:44+00:00
Nuku'alofa,Tonga,-21.13683,-175.20114,1.0,Pacific/Tongatapu,Tonga,open-meteo,2026-08-08T19:00:45+00:00
